hotttness,familiarity,danceability,duration,energy,loudness,year,tempo,analysis_rate,end_of_fade_in,key,key_confidence,mode,mode_confidence,start_of_fade_out,time_signature,time_signature_conf,track_id
0.357663448,0.551311117,0,175.72526,0,-11.556,2009,109.847,22050,2.432,2,0.392,0,0.419,164.908,4,0.59,TRAFLGM128F9358F47
0.534429714,0.845373304,0,274.78159,0,-5.958,0,92.998,22050,0.113,4,0.463,1,0.401,260.777,5,0.998,TRAFLMU128F4274A4D
0.358685666,0.543971487,0,225.74975,0,-15.893,1988,110.598,22050,0,8,0.004,1,0.181,205.967,4,0.912,TRAFLAR128F427FE8D
0.340497416,0.494940623,0,169.58649,0,-4.333,0,148.012,22050,0,0,0.585,1,0.518,163.614,4,0.142,TRAFOZW128F92F1594
0.30571906,0.522888132,0,155.03628,0,-6.611,2005,99.901,22050,0.247,4,0.569,1,0.51,152.213,4,1,TRAFOTS128F42255A6
0.4695139,0.676492513,0,120.86812,0,-6.72,2000,170.081,22050,0,6,0.459,1,0.396,120.868,5,1,TRAFOKY128F4276D91
0.439438996,0.589190725,0,255.21587,0,-6.778,0,138.378,22050,0.257,9,0.757,1,0.794,236.507,4,0.798,TRAFONO128F4248100
0.530772085,0.862099767,0,229.45914,0,-3.8,2008,82.282,22050,2.322,9,0.811,1,0.784,217.641,4,0.683,TRAFOKY128F92ED751
0.364556676,0.60104754,0,269.81832,0,-8.525,0,120.859,22050,0.17,11,0.385,0,0.478,263.964,4,0.484,TRAFOHK128F425F232
0.38065636,0.601891975,0,227.94404,0,-10.242,1998,84.001,22050,3.901,0,0.708,1,0.761,215.754,1,0.979,TRAFKRN128F4215CC8
0.329543322,0.439634435,0,246.07302,0,-8.15,1993,179.831,22050,0,1,0,0,0,238.695,4,0,TRAFKSA128F930F4FA
0.40606255,0.609807806,0,437.9424,0,-6.042,2001,123.994,22050,0,3,0.256,0,0.138,433.656,4,0.95,TRAFKHA12903CF0E89
0.374560253,0.52607728,0,264.25424,0,-9.109,2007,90.055,22050,0,5,0.173,0,0.236,255.681,1,0.379,TRAFKFP128F93366A1
0.297258384,0.370667208,0,338.02404,0,-9.992,0,77.352,22050,0.276,10,0.012,0,0.15,325.242,3,1,TRAFKII128F1487F99
0.526458223,0.842431482,0,227.70893,0,-8.901,2008,87.953,22050,2.519,1,0.366,1,0.595,223.266,4,0.806,TRAFKRE128F932002B
0.148985481,0.373850623,0,184.0322,0,-5.074,0,120.038,22050,0,2,0.789,1,0.693,177.267,4,0.581,TRAFKUS128F92D28DC
0,0.300692709,0,749.81832,0,-16.889,0,117.985,22050,0,0,0.061,1,0.084,741.918,3,0.961,TRAFKDY128F932079B
0,0.460250922,0,229.40689,0,-9.793,0,130.823,22050,0.978,11,0.78,0,0.757,221.425,5,0.705,TRAFKBW128F428C4E6
0.325845945,0.516273891,0,341.75955,0,-10.537,0,120.731,22050,0.224,1,0.237,1,0.37,332.359,4,0.529,TRAFKTU128F4234726
0.441945161,0.63419618,0,199.28771,0,-3.353,0,141.749,22050,2.212,2,0.392,1,0.474,195.483,4,0.554,TRAFKKS128F92E3F23
0.407373149,0.550303379,0,277.81179,0,-4.092,0,136.271,22050,0,9,0.311,1,0.372,273.676,4,0.192,TRAFKMJ128F14661D8
0.222794125,0.560578608,0,277.10649,0,-7.077,2009,116.992,22050,0,5,0.565,1,0.528,267.703,4,0,TRAFKDG12903CAB85C
0.286007518,0.398544645,0,204.14649,0,-8.755,0,121.945,22050,0,0,0.716,1,0.7,196.54,4,0.954,TRAFKPI128EF357763
0.349314407,0.579396663,0,395.28444,0,-5.299,2006,127.981,22050,0,6,0.288,1,0.437,392.522,4,0,TRAFKLJ128F9331BE6
0.395791274,0.60383917,0,156.29016,0,-9.322,0,108.417,22050,0.299,2,0.109,1,0.597,146.692,4,0.445,TRAFKDF12903D09556
0.144684661,0.455306613,0,308.53179,0,-6.359,0,81.828,22050,0,5,0.398,0,0.417,294.777,4,1,TRAFKLP128F423A724
0.360644227,0.588571842,0,156.42077,0,-20.174,1997,136.821,22050,0.229,0,0.15,1,0.309,149.014,4,0.097,TRAFCPP128F426EC01
0.240098406,0.391108885,0,228.0224,0,-6.828,0,118.796,22050,4.232,5,0.334,1,0.324,228.022,1,0.802,TRAFCMW128F933E808
0,0.351269291,0,105.42975,0,-17.13,0,101.624,22050,0.194,4,0.763,1,0.638,96.078,3,1,TRAFCHV12903C9D7A4
0.401098465,0.625067009,0,271.22893,0,-10.913,0,80.864,22050,0.397,5,0.731,1,0.62,268.301,1,0,TRAFCWJ128F42515AE
0.422364008,0.657578621,0,371.64363,0,-8.559,2009,93.33,22050,0,1,0.649,1,0.525,365.772,1,0.504,TRAFCZM128F931AD24
0.502974636,0.698452539,0,237.45261,0,-13.486,1991,158.57,22050,5.317,10,0.542,1,0.521,218.506,4,0.733,TRAFCVI128C7196BE6
0.455537722,0.695421645,0,301.06077,0,-8.688,1997,133.392,22050,2.786,1,0.736,0,0.797,284.398,3,0.775,TRAFYVC128F4268F8B
0.523699078,0.75100762,0,269.94893,0,-4.357,1986,124.973,22050,5.358,5,0.412,0,0.398,250.955,4,0.177,TRAFYGA128F425A92C
0.354602926,0.507796885,0,169.97832,0,-13.577,0,93.443,22050,0.409,10,0.47,1,0.518,161.559,1,0,TRAFYWM128F422AA37
0.294986617,0.44276965,0,218.40934,0,-9.71,1980,150.799,22050,0.195,9,0.527,1,0.446,195.408,4,0,TRAFYRA128F92FD549
0.255941316,0.644693319,0,456.51546,0,-11.009,1999,127.874,22050,0,11,0.561,0,0.545,434.405,4,0.384,TRAFYUE12903CAFDF3
0.398727123,0.607919978,0,202.23955,0,-5.099,2007,146.013,22050,0,4,0,0,0,199.059,1,0.075,TRAFYNE128F422F3CB
0.407189856,0.573268061,0,397.42649,0,-5.045,0,131.045,22050,0,9,0.106,1,0.21,397.426,4,0,TRAFYUL128F4247173
0.449139951,0.637181284,0,350.4322,0,-10.587,1998,106.58,22050,0.311,10,0.642,0,0.552,323.733,1,0.599,TRAFYRO128F42ACFC7
0.279642625,0.360241801,0,181.81179,0,-9.606,0,242.393,22050,0.304,7,0.801,1,0.873,174.73,4,0,TRAFYGI12903CE9B9A
0.373060493,0.609294155,0,188.94322,0,-9.224,2005,134.552,22050,0.241,4,0.438,0,0.313,180.303,4,0.359,TRAFYAV128F42ACA8C
0.56485575,0.842423318,0,148.92363,0,-4.912,2007,95.611,22050,0.078,9,0.489,1,0.456,146.588,4,0.335,TRAFYYU128F4229376
0.347249717,0.496224085,0,163.63057,0,-13.01,1988,146.143,22050,0.328,7,0.591,1,0.494,151.986,3,0.493,TRAFYEG12903CB647E
0.341265841,0.629732489,0,58.122,0,-35.702,0,137.387,22050,1.715,10,0.947,1,0.854,56.036,4,1,TRAFYSO128F4284276
0.612067268,0.889460725,0,260.20526,0,-6.259,2003,149.913,22050,0.375,5,0.041,0,0.415,249.388,4,1,TRAFYGO128F42727E7
0.830356766,0.892688611,0,99.3171,0,-20.575,0,204.064,22050,0,2,0.395,1,0.341,99.317,1,0,TRAFPHE128F4267123
0.280061858,0.369876958,0,49.94567,0,-2.182,0,174.865,22050,0,10,0.467,0,0.266,49.946,4,0.297,TRAFPST128F932BBE0
0.395793546,0.741195239,0,385.2273,0,-6.965,2002,94.005,22050,0,1,0.06,1,0.273,353.228,4,0.704,TRAFPFW128F423B0A6
0.399042081,0.611801471,0,53.31546,0,-23.155,2006,79.685,22050,2.026,6,0.21,0,0.433,53.315,4,0.618,TRAFPLF12903CD8AE1
0.393622172,0.448025346,0,276.79302,0,-22.645,1992,138.83,22050,0.38,7,0.527,1,0.697,253.933,1,0,TRAFPDD128F92FBBA6
0.24055199,0.409989492,0,348.02893,0,-8.963,0,92.012,22050,12.394,4,0,0,0.118,337.287,4,0.754,TRAFPIX128F42369C3
0,0.363475535,0,1037.68771,0,-11.368,0,147.347,22050,0,11,0.623,0,0.53,1030.089,4,0.749,TRAFPGA12903CE1F1C
0.251599924,0,0,189.43955,0,-9.215,0,118.66,22050,0.243,2,0.414,1,0.524,174.132,1,0,TRAFPPX128F92DD3E1
0.406626217,0.643982591,0,186.5922,0,-15.45,1998,159.502,22050,0.148,4,0.611,0,0.53,172.803,3,1,TRAFPQG128E07870D6
0.420412618,0.786359137,0,259.05587,0,-8.977,2006,126.46,22050,0,11,0.202,0,0.533,259.056,4,0,TRAFPAY128F146B23B
0.339404989,0.588769029,0,194.45506,0,-4.533,2006,84.461,22050,0,7,0.133,0,0.17,188.082,4,0.365,TRAFHHN128F9317216
0.413254693,0.620963981,0,262.24281,0,-8.285,2000,130.513,22050,0.218,0,0.423,1,0.53,255.176,3,0.438,TRAFHWP128F9333343
0.326750334,0.505784763,0,162.87302,0,-16.055,0,174.609,22050,0.386,0,0.085,0,0.651,156.34,4,0.655,TRAFHKA128F429F7C0
0.408646827,0.573843116,0,419.68281,0,-5.251,0,93.924,22050,0,1,0.343,1,0.476,410.035,4,0.428,TRAFHYI128F92F87BB
0.47070039,0.7127449,0,280.00608,0,-9.429,1998,99.059,22050,0.148,1,0.485,1,0.493,265.346,4,0.925,TRAFHRS128F14599C0
0.144684661,0.632008013,0,291.83955,0,-14.199,1982,82.733,22050,0.484,10,0.353,1,0.248,274.419,4,0.168,TRAFHBH128F42970EF
0.520489571,0.730246319,0,187.24526,0,-5.73,2008,109.072,22050,0,1,0.466,1,0.395,187.245,5,1,TRAFHJI128F9302CFF
0.407239716,0.591562633,0,74.68363,0,-3.599,0,104.805,22050,0,5,0,0,0.099,74.684,1,0,TRAFHBM128F92EE7B0
0.273923339,0.439362957,0,558.28853,0,-8.078,0,130.019,22050,0,0,0.697,1,0.463,553.233,4,0,TRAFQOF128F933E3BA
0,0.059626097,0,161.802,0,-12.011,0,115.937,22050,0,10,0.442,1,0.509,161.802,4,0.479,TRAFQCJ128F4244503
0.804830428,0.871010615,0,289.30567,0,-2.973,2000,174.69,22050,2.02,7,0.507,1,0.507,277.211,4,0.849,TRAFQFM128E078EC97
0.411364132,0.5291028,0,250.85342,0,-12.439,0,168.935,22050,0.223,2,0.481,1,0.533,239.496,4,0.748,TRAFQEG128F92FC332
0.361034556,0.613867472,0,87.11791,0,-6.076,0,116.837,22050,0.073,11,0.568,0,0.531,83.36,1,0,TRAFQBZ128F93440E2
0.384611084,0.523714637,0,212.32281,0,-11.51,0,174.437,22050,0,0,0.615,1,0.596,193.631,4,0,TRAFQAJ128F429458C
0.319119602,0.440042445,0,114.93832,0,-8.667,0,164.52,22050,0.374,0,0.497,1,0.535,111.078,1,0,TRAFQQM128F92E2FD0
0,0.321448433,0,257.95873,0,-11.401,1988,124.487,22050,0.148,4,0,1,0,244.065,4,1,TRAFQMD128F92D4950
0.41851217,0.502609986,0,232.38485,0,-5.631,0,85.326,22050,0.078,11,0.071,0,0.393,225.338,5,0.908,TRAFQIV12903CFC000
0.516234384,0.687478318,0,229.01506,0,-4.774,0,87.899,22050,0,4,0.492,0,0.389,225.553,4,0.862,TRAFQVV128F4260033
0.425126208,0.610713219,0,237.97506,0,-12.008,2000,86.006,22050,0,9,0.632,0,0.603,228.142,5,0.375,TRAFQJK128F92F5EBE
0.376688631,0.567814264,0,152.65914,0,-3.478,2001,181.748,22050,0,2,0.508,1,0.563,143.755,1,0,TRAFQFD128F9343706
0.368196028,0.622383754,0,258.19383,0,-5.319,2009,180.327,22050,0.183,2,0.886,1,0.668,255.878,1,0.538,TRAFQEF128F93561A7
0.467552021,0.694098145,0,181.62893,0,-14.808,1995,96.22,22050,0,5,0.002,1,0.061,181.629,4,0.479,TRAFQJT12903CF4891
0.421388265,0.507016081,0,106.60526,0,-9.104,2000,93.594,22050,0.345,10,0.028,1,0.626,102.47,3,1,TRAFQKX128F9347448
0.424953084,0.674970293,0,159.11138,0,-20.142,1987,98.823,22050,0.287,1,0.687,1,0.669,141.816,7,0.858,TRAFRJH128E0781C5B
0.420945486,0.590818773,0,241.68444,0,-8.948,2009,140.025,22050,0.154,0,0.328,0,0.357,222.662,4,0.579,TRAFRBN128F93095F4
0.401723686,0.651045661,0,153.33832,0,-5.92,2001,133.986,22050,0,4,0.258,1,0.319,141.56,4,0,TRAFRCH12903CEA22D
0.37986811,0.568428704,0,251.76771,0,-8.592,2009,165.971,22050,0,11,0.996,1,0.78,240.849,4,0.53,TRAFRFF128F9345B75
0.334555146,0.528197686,0,266.00444,0,-8.147,0,119.996,22050,0.235,7,0.339,1,0.51,262.769,4,0.654,TRAFRDS12903CC0C66
0.503151606,0.670615396,0,308.92363,0,-18.105,0,60.757,22050,0,9,0.397,1,0.521,305.087,3,0.844,TRAFRWD12903CC4A88
0.536400011,0.797420741,0,404.58404,0,-8.087,1996,119.713,22050,0,7,0.417,1,0.544,404.584,4,0,TRAFRKU128F933CE16
0.414275682,0.61828473,0,238.94159,0,-3.394,2009,139.977,22050,0.309,0,0.589,1,0.572,233.471,4,0,TRAFRQY128F93186FB
0.543954417,0.645720023,0,383.29424,0,-12.338,2009,147.83,22050,0,4,0.459,1,0.112,383.294,1,0,TRAFRTX128F93426B7
0,0.024808158,0,307.51302,0,-17.83,0,164.698,22050,0,4,0.421,0,0.531,298.028,4,0.026,TRAFRFF128F931DCEF
0.451219237,0.640757317,0,222.30159,0,-7.3,1995,161.456,22050,0.531,4,0.389,1,0.403,219.458,4,0.28,TRAFRVU128F42649A6
0.598458501,0.905776889,0,441.96526,0,-6.962,1994,133.903,22050,0.102,10,0.593,0,0.562,439.478,3,0.312,TRAFRYJ128F92E638B
0.397803707,0.680332846,0,241.03138,0,-6.297,1999,96.989,22050,0.094,2,0.029,1,0.154,229.68,4,0.553,TRAFRKR128F427D6E6
0.382593001,0.609636698,0,226.06322,0,-14.977,1973,135.951,22050,0.369,11,0.462,1,0.355,212.312,1,0.014,TRAFRLV128F4267ADF
0.080166939,0.351182454,0,255.00689,0,-10.791,0,170.702,22050,0.299,7,0.627,1,0.639,240.756,4,0.203,TRAFIDH128F4275C0D
0.512812103,0.603843765,0,214.09914,0,-4.678,0,113.966,22050,0,9,0.108,0,0.275,214.099,4,0.276,TRAFIGU12903CC70C2
0.43676907,0.641172818,0,109.16526,0,-19.736,1998,63.334,22050,0.235,7,0.914,1,0.772,98.081,5,0.905,TRAFIPS128F428AF8E
0.299656226,0.404197926,0,46.86322,0,-17.532,0,111.006,22050,0,6,0.302,1,0.45,43.027,1,0,TRAFICE128F4294E27
0.430897609,0.567510986,0,211.9571,0,-11.331,1990,120.583,22050,0,1,0.418,0,0.364,207.853,4,1,TRAFIBB128F4242351
0.297949266,0.352212817,0,294.05995,0,-14.467,2010,150.782,22050,0,0,0.858,1,0.695,265.52,5,1,TRAFITO12903D0D16A
0.23869635,0.412867488,0,244.27057,0,-16.375,0,162.984,22050,0.664,8,0.529,1,1,237.25,4,0.141,TRAFIBT128F92FA8DE
0.398908898,0.595166585,0,215.43138,0,-12.067,1991,157.532,22050,0.195,2,0.661,1,0.417,212.927,4,0.091,TRAFIQB128F423DCBA
0.326429668,0.491695071,0,116.4273,0,-9.873,0,130.815,22050,0.09,7,0.767,1,0.837,107.7,1,0,TRAFISG128F4263F8A
0.351345077,0.521712214,0,161.74975,0,-9.23,0,110.603,22050,0,3,0.256,1,0.397,156.143,3,0.794,TRAFIKF128F92FD338
0.281396284,0.405923907,0,250.72281,0,-22.088,0,158.982,22050,0.154,1,0.777,1,0.664,235.961,1,1,TRAFINB128F426E2F1
0.485198263,0.587466437,0,233.66485,0,-11.104,2006,160.052,22050,0,4,0.352,0,0.44,219.794,3,0.927,TRAFIHK12903CBDFF1
0.197089101,0.337736072,0,195.10812,0,-6.586,0,118.355,22050,0.183,5,0.725,1,0.276,190.491,4,0.364,TRAFZKN128F92E11AD
0,0.283933225,0,414.1971,0,-4.017,0,120.039,22050,0.084,7,0.968,1,0.704,405.496,4,0.686,TRAFZVZ12903CE7548
0.385425325,0.605762456,0,52.79302,0,-13.149,1997,146.852,22050,2.479,1,0.521,1,0.522,48.03,3,0.347,TRAFZKY128EF36588B
0.381044109,0.49145852,0,228.62322,0,-4.739,2001,104.587,22050,0.078,5,0.056,1,0.835,215.911,4,0.711,TRAFZHK128F145E86B
0.320789935,0.418381812,0,186.67057,0,-11.552,0,117.269,22050,0.2,7,1,1,0.902,179.885,4,1,TRAFZYZ128F427DD76
0.257075915,0.204725766,0,461.24363,0,-5.497,0,85.322,22050,4.133,8,0.548,1,0.608,456.824,3,1,TRAFZTM12903CB1F7B
0.398862597,0.60464469,0,221.49179,0,-10.771,0,131.981,22050,0,7,0.313,1,0.468,221.492,4,0.234,TRAFZLA128F42ADCCB
0.653897217,0.878811343,0,274.59873,0,-6.209,2007,131.279,22050,0,7,0.791,1,0.593,255.779,4,0.943,TRAFZRL128F428E465
0.555414576,0.726298027,0,119.71873,0,-10.19,1983,127.191,22050,0.118,5,0.865,0,0.745,119.719,1,0,TRAFZIM128F427D344
0.294037483,0.46117348,0,496.63955,0,-9.532,0,126.007,22050,0.452,6,0.96,1,0.679,492.135,4,0.989,TRASNIH128F931C0AB
0.497304911,0.675003401,0,223.89506,0,-6.82,0,98.01,22050,0.206,2,0,1,0,219.487,4,1,TRASNMK12903CB95E7
0.370747684,0.533724477,0,223.60771,0,-8.436,1995,103.198,22050,0.345,0,0.749,1,0.775,215.679,4,0.961,TRASNJX128F4230E5E
0.598458501,0.905776889,0,242.96444,0,-10.149,1989,85.599,22050,3.733,11,0.719,1,0.42,231.474,3,1,TRASNRV128F931AE2E
0.399451724,0.698770478,0,124.83873,0,-15.152,0,93.778,22050,0.104,9,0.613,1,0.579,117.168,4,0.891,TRASNTF128F426C3E6
0.319119602,0.440042445,0,142.81098,0,-13.25,0,104.98,22050,0.254,10,0.426,0,0.351,135.39,4,0.646,TRASNWT128F1489C28
0.348350022,0.523633032,0,173.87057,0,-14.095,0,103.341,22050,0.328,7,0.243,1,0.448,165.477,3,0.15,TRASNPV128F92F9771
0.263509097,0.31569241,0,158.1971,0,-21.601,0,43.685,22050,0,1,0.117,1,0.465,158.197,4,0,TRASNLH128F421FFEC
0.462515067,0.620709541,0,256.39138,0,-12.102,2006,120.168,22050,0.413,0,0.399,1,0.549,251.048,4,0.575,TRASNDM128F92E17E7
0.352563985,0.372221927,0,209.47546,0,-8.882,0,99.605,22050,0.711,5,0.646,1,0.616,194.067,4,0.787,TRASNOA128F424EBDD
0.382344578,0.722610412,0,289.2273,0,-12.816,0,138.443,22050,0.223,7,0.441,0,0.363,285.6,4,0.314,TRASNKG12903CFD2CB
0,0.319273009,0,167.13098,0,-13.352,0,114.962,22050,0,8,0.464,1,0.497,161.176,1,0,TRASNOR128F422BCDC
0.47070039,0.7127449,0,232.25424,0,-10.185,1998,97.995,22050,0.31,0,0.289,1,0.394,221.756,4,0.919,TRASNOT128E0791785
0.500450186,0.607327068,0,257.64526,0,-6.843,0,111.915,22050,0.102,0,0.744,1,0.861,243.293,3,0.487,TRASNDA12903CB1B4B
0.514523378,0.716101705,0,134.05995,0,-6.376,1998,124.794,22050,0.403,10,0.105,0,0.53,129.387,4,0.697,TRASWKJ128E0792FE7
0.490034461,0.677016696,0,249.93914,0,-8.08,2005,118.049,22050,1.007,2,0.355,1,0.411,232.35,4,0.759,TRASWQE128F146C987
0.481339309,0.729212274,0,200.09751,0,-9.708,0,95.697,22050,0.363,11,0.591,0,0.279,192.859,4,1,TRASWVM12903CA5601
0.560380805,0.609816403,0,128.62649,0,-30.18,2010,91.954,22050,0.113,5,0.02,1,0.467,128.626,4,0.466,TRASWEK12903CB8417
0.647224724,0.88792045,0,249.62567,0,-4.673,2000,152.999,22050,0.16,2,0.412,1,0.418,234.365,4,1,TRASWIV128E0788A84
0.374560253,0.52607728,0,394.86649,0,-8.595,1997,125.374,22050,5.108,6,0.011,1,0.347,390.026,5,0.711,TRASWAT128F93369E7
0.453391186,0.742963152,0,258.35057,0,-11.164,0,116.171,22050,0.461,4,0.016,0,0.589,258.351,7,0.9,TRASWFP128E0789E6C
0.344198187,0.482148325,0,238.65424,0,-8.071,0,105.99,22050,3.413,0,0.049,1,0.307,226.969,4,0.893,TRASWSV128F92F0E7E
0.908202619,0.917863906,0,237.87057,0,-6.131,2006,99.989,22050,0.334,5,0.158,0,0.453,231.433,1,1,TRASWPD128F42B4F7B
0.271434252,0.491223708,0,392.56771,0,-9.405,0,148.14,22050,0,1,0.478,1,0.418,383.495,4,0.34,TRASWSO12903CBE857
0.362693206,0.447064074,0,413.49179,0,-5.366,0,96.005,22050,0.125,11,0.018,0,0.339,397.781,4,1,TRASWST12903CDDB62
0.457981674,0.732571745,0,168.56771,0,-8.683,2006,189.263,22050,0,1,0,0,0,163.283,4,0.338,TRASFIH128F92F35EF
0.442765842,0.661080168,0,152.13669,0,-12.464,2009,151.294,22050,0.177,0,0.669,1,0.696,146.135,1,0.743,TRASFAV128F93428A4
0.319074624,0.415287182,0,129.59302,0,-29.153,0,56.083,22050,3.396,4,0.457,1,0.575,118.033,1,0,TRASFEI128F4269F12
0.316721953,0.473803925,0,71.31383,0,-9.592,0,86.064,22050,0,0,0,0,0,71.314,4,0.846,TRASFNT128F4265904
0.314882184,0.50039601,0,206.81098,0,-8.458,0,134.173,22050,0,6,0.514,0,0.57,191.338,4,0,TRASFDP12903CD475A
0.374557926,0.467054185,0,249.23383,0,-5.442,0,90.963,22050,0.34,1,0.394,1,0.446,238.353,4,0.99,TRASFNK12903CF4195
0.417982275,0.499881075,0,177.24036,0,-23.161,0,110.232,22050,0,9,0.431,1,0.389,163.881,3,1,TRASFQT12903CAAF5C
0.371711094,0.552719818,0,243.43465,0,-14.942,1996,97.849,22050,2.537,7,0.499,0,0.33,238.138,3,0.815,TRASFJS128F92FFC18
0.467071006,0.738594499,0,344.842,0,-3.879,2004,91.879,22050,0,11,0.569,0,0.556,334.658,4,1,TRASFNS128F145247D
0.34424658,0.515279199,0,234.78812,0,-6.276,1985,99.644,22050,0,2,0.05,1,0.509,220.752,4,0.942,TRASFBL128EF34E274
0.333557159,0.439094456,0,309.002,0,-14.606,0,116.139,22050,0.39,5,0.397,0,0.415,304.425,4,0.165,TRASSHI128F93616CB
0.314494837,0.332421635,0,160.70485,0,-15.798,0,75.768,22050,2.508,0,0.401,0,0.516,156.253,3,0.557,TRASSPH12903C97583
0.667294596,0.818319359,0,276.68853,0,-5.098,2006,84.595,22050,0.243,0,0.397,1,0.405,266.739,5,0.521,TRASSZI128F146EC5F
0.545865917,0.748320703,0,99.57832,0,-8.936,0,197.352,22050,0,8,0.136,1,0.492,99.578,4,0,TRASSXN128F4261DF1
0.347522827,0.605116355,0,220.78649,0,-7.209,2004,109.23,22050,0.633,10,0.532,0,0.575,220.786,4,0.537,TRASSZL128F428FA5D
0.464736061,0.70382389,0,233.16853,0,-11.357,2008,139.994,22050,0,2,0.83,1,0.428,219.585,4,0.794,TRASSJE128F427927A
0.514513277,0.709967526,0,196.04853,0,-12.182,1988,72.117,22050,0.224,8,0.764,1,0.563,188.958,3,1,TRASSFI128F92E2743
0.267124867,0.360729206,0,132.38812,0,-6.527,0,132.586,22050,0.995,0,0.146,1,0.408,128.795,1,0.241,TRASSMF128F93394B9
0.468158756,0.587594371,0,234.60526,0,-8.339,1992,69.965,22050,0.705,2,0.757,1,0.747,231.253,4,0,TRASXZE128F427F156
0.341544413,0.542232717,0,183.35302,0,-13.266,0,116.862,22050,0.15,0,0.296,0,0.312,175.897,4,0.405,TRASXGY128F92C9FC1
0.32576718,0.46139436,0,166.39955,0,-16.422,0,134.3,22050,0.397,0,0.208,0,0.934,162.923,4,0,TRASXEL128F93499DF
0,0.363475535,0,398.0273,0,-12.411,0,88.014,22050,2.136,11,0.062,0,0.365,390.931,3,0.67,TRASXXQ128F92E3EED
0.518784102,0.697113663,0,302.94159,0,-7.625,2005,116.682,22050,0.374,8,0.309,1,0.334,302.942,5,1,TRASXYB128F428DFF3
0.42080185,0.690626256,0,109.00853,0,-3.904,1999,196.327,22050,0,7,0.056,1,0.535,109.009,4,0,TRASXSI128F9345EA2
0.311615545,0.367255011,0,207.67302,0,-11.954,0,80.188,22050,3.262,11,0.582,1,0.632,196.087,1,0.714,TRASXOT12903CBFF5A
0.221851732,0.364968696,0,474.61832,0,-7.234,0,209.752,22050,0,9,0.529,0,0.444,466.506,4,0,TRASXUR12903CF8860
0.358500923,0.548672436,0,167.54893,0,-5.907,2006,68.86,22050,0.258,4,0.449,0,0.374,154.912,1,0.996,TRASXPE12903CBE1D2
0.372232889,0.524265131,0,211.69587,0,-16.705,0,52.464,22050,1.221,2,0.126,1,0.54,189.626,7,0.925,TRASXMX12903CBC0D4
0.283027089,0.471357978,0,384.15628,0,-14.153,2009,95.938,22050,0.149,10,0.249,1,0.189,371.978,1,0.018,TRASXOW12903CB7528
0.387635478,0.545435239,0,184.86812,0,-13.751,0,120.026,22050,0.508,4,0.743,1,0.7,178.411,4,0.241,TRASXYW128F92FCD52
0.47594129,0.699262056,0,211.33016,0,-9.944,1992,205.559,22050,0.351,9,0.721,1,0.65,200.371,1,0,TRASXHB128F933D3BD
0.498668875,0.693009204,0,521.56036,0,-10.893,1999,101.99,22050,0.148,7,0.307,1,0.417,508.006,4,0.777,TRASMUR128F42775D6
0.452817838,0.590692918,0,201.92608,0,-13.253,0,92.122,22050,0.241,9,0.793,1,0.606,197.886,1,0,TRASMYK12903CAA1B7
0.341512969,0.688332484,0,141.84444,0,-15.6,0,145.525,22050,0.116,8,0.736,1,0.469,132.812,3,0.95,TRASMWP128F92CE9CE
0.37246298,0.591846287,0,83.12118,0,-1.674,2006,168.231,22050,0.599,0,0.315,1,0.42,83.121,4,0,TRASMER128F4272C1D
0.346797999,0.587135625,0,37.77261,0,-12.316,0,107.597,22050,0,2,0.228,1,0.298,35.033,1,0,TRASMFP128F427FFA8
0.319817386,0.385340538,0,140.7473,0,-18.002,0,120.02,22050,0.131,10,0.034,0,0.31,125.742,1,0,TRASMVX128F931AC3C
0.336726841,0.611788254,0,221.23057,0,-10.69,1999,180.132,22050,2.74,1,0.897,0,0.824,202.664,4,0.826,TRASUAV128F4266114
0.389256743,0.604779303,0,210.49424,0,-4.27,0,183.897,22050,0.437,2,0.115,1,0.436,207.296,3,0.912,TRASUBB12903CE6546
0.916053228,0.865021511,0,285.04771,0,-5.367,2005,122.94,22050,0.345,11,0.687,0,0.647,275.156,4,1,TRASUJK128E0789C12
0,0.464210983,0,202.78812,0,-17.7,0,88.154,22050,0.438,10,0.691,1,0.501,196.348,1,0,TRASUKM128F422AA6F
0,0.231837503,0,310.83057,0,-9.493,0,111.959,22050,0.364,4,0.247,1,0.215,301.65,4,1,TRASUFQ128F92F8449
0,0.233787991,0,174.70649,0,-10.274,0,85.216,22050,0,7,0.737,1,0.653,174.706,1,0,TRASUPL128F9353B61
0.500459151,0.773491324,0,281.46893,0,-7.215,0,138.417,22050,0,9,0,0,0.107,281.469,5,0.791,TRASUUO12903CE3720
0.352235517,0.510798011,0,172.48608,0,-15.581,0,89.972,22050,0.34,9,0.854,1,0.791,153.85,3,1,TRASUHM128F4249D21
0.388939766,0.558878292,0,188.99546,0,-6.734,0,176.022,22050,0,2,0.256,1,0.286,182.613,4,0.711,TRASUIZ12903CA4ACE
0.331534751,0.450645997,0,159.60771,0,-11.868,0,177.752,22050,0.427,4,0.662,1,0.607,148.904,4,0.385,TRASUVR128F14956C8
0.463391452,0.642870713,0,139.88526,0,-4.894,2003,137.766,22050,0.281,11,0.127,1,0.33,130.45,4,0.085,TRASUTG128F935A445
0.375652824,0.423401377,0,142.94159,0,-11.371,0,81.035,22050,0.287,9,0.167,1,0.222,137.543,7,0.421,TRASUTO12903CD5E07
